Code,SEQNUM,RECID,Description,Name,COV,TOS1,CONVERTDateAdded,CONVERTEffectiveDate,CONVERTTerminationDate,ACTION CD
E2611,10,3,"General use wheelchair back cushion, width less than 22 inches, any height, including any type mounting hardware",Gen use back cush wdth <22in,C,A,20050101,20050101,,N
E2612,10,3,"General use wheelchair back cushion, width 22 inches or greater, any height, including any type mounting hardware",Gen use back cush wdth>=22in,C,A,20050101,20050101,,N
E2613,10,3,"Positioning wheelchair back cushion, posterior, width less than 22 inches, any height, including any type mounting hardware",Position back cush wd <22in,C,A,20050101,20050101,,N
E2614,10,3,"Positioning wheelchair back cushion, posterior, width 22 inches or greater, any height, including any type mounting hardware",Position back cush wd>=22in,C,A,20050101,20050101,,N
E2615,10,3,"Positioning wheelchair back cushion, posterior-lateral, width less than 22 inches, any height, including any type mounting hardware",Pos back post/lat wdth <22in,C,A,20050101,20050101,,N
E2616,10,3,"Positioning wheelchair back cushion, posterior-lateral, width 22 inches or greater, any height, including any type mounting hardware",Pos back post/lat wdth>=22in,C,A,20050101,20050101,,N
E2617,10,3,"Custom fabricated wheelchair back cushion, any size, including any type mounting hardware",Custom fab w/c back cushion,C,A,20050101,20050101,,N
E2619,10,3,"Replacement cover for wheelchair seat cushion or back cushion, each",Replace cover w/c seat cush,C,A,20050101,20050101,,N
E2620,10,3,"Positioning wheelchair back cushion, planar back with lateral supports, width less than 22 inches, any height, including any type mounting hardware",Wc planar back cush wd <22in,C,A,20050101,20050101,,N
E2621,10,3,"Positioning wheelchair back cushion, planar back with lateral supports, width 22 inches or greater, any height, including any type mounting hardware",Wc planar back cush wd>=22in,C,A,20050101,20050101,,N
E2622,10,3,"Skin protection wheelchair seat cushion, adjustable, width less than 22 inches, any depth",Adj skin pro w/c cus wd<22in,C,A,20110101,20110101,,N
E2623,10,3,"Skin protection wheelchair seat cushion, adjustable, width 22 inches or greater, any depth",Adj skin pro wc cus wd>=22in,C,A,20110101,20110101,,N
E2624,10,3,"Skin protection and positioning wheelchair seat cushion, adjustable, width less than 22 inches, any depth",Adj skin pro/pos cus<22in,C,A,20110101,20110101,,N
E2625,10,3,"Skin protection and positioning wheelchair seat cushion, adjustable, width 22 inches or greater, any depth",Adj skin pro/pos wc cus>=22,C,A,20110101,20110101,,N
E2626,10,3,"Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, adjustable",Seo mobile arm sup att to wc,C,A,20120101,20120101,,N
E2627,10,3,"Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, adjustable rancho type",Arm supp att to wc rancho ty,C,A,20120101,20120101,,N
E2628,10,3,"Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, reclining",Mobile arm supports reclinin,C,A,20120101,20120101,,N
E2629,10,3,"Wheelchair accessory, shoulder elbow, mobile arm support attached to wheelchair, balanced, friction arm support (friction dampening to proximal and distal joints)",Friction dampening arm supp,C,A,20120101,20120101,,N
E2630,10,3,"Wheelchair accessory, shoulder elbow, mobile arm support, monosuspension arm and hand support, overhead elbow forearm hand sling support, yoke type suspension support",Monosuspension arm/hand supp,C,A,20120101,20120101,,N
E2631,10,3,"Wheelchair accessory, addition to mobile arm support, elevating proximal arm",Elevat proximal arm support,C,A,20120101,20120101,,N
E2632,10,3,"Wheelchair accessory, addition to mobile arm support, offset or lateral rocker arm with elastic balance control",Offset/lat rocker arm w/ela,C,A,20120101,20120101,,N
E2633,10,3,"Wheelchair accessory, addition to mobile arm support, supinator",Mobile arm support supinator,C,A,20120101,20120101,,N
E8000,10,3,"Gait trainer, pediatric size, posterior support, includes all accessories and components",Posterior gait trainer,I,9,20050101,20050101,,N
E8001,10,3,"Gait trainer, pediatric size, upright support, includes all accessories and components",Upright gait trainer,I,9,20050101,20050101,,N
E8002,10,3,"Gait trainer, pediatric size, anterior support, includes all accessories and components",Anterior gait trainer,I,9,20050101,20050101,,N
G0008,10,3,Administration of influenza virus vaccine,Admin influenza virus vac,C,V,19940101,19960101,,N
G0009,10,3,Administration of pneumococcal vaccine,Admin pneumococcal vaccine,C,V,19940101,19960101,,N
G0010,10,3,Administration of hepatitis b vaccine,Admin hepatitis b vaccine,C,1,19940101,19960101,,N
G0027,10,3,Semen analysis; presence and/or motility of sperm excluding huhner,Semen analysis,C,5,19950101,20031001,,N
G0068,10,3,"Professional services for the administration of anti-infective, pain management, chelation, pulmonary hypertension, and/or inotropic infusion drug(s) for each infusion drug administration calendar day in the individual's home, each 15 minutes",Adm of infusion drug in home,C,1,20190101,20190101,,N
G0069,10,3,"Professional services for the administration of subcutaneous immunotherapy for each infusion drug administration calendar day in the individual's home, each 15 minutes",Adm of immune drug in home,C,1,20190101,20190101,,N
G0070,10,3,"Professional services for the administration of chemotherapy for each infusion drug administration calendar day in the individual's home, each 15 minutes",Adm of chemo drug in home,C,1,20190101,20190101,,N
G0071,10,3,"Payment for communication technology-based services for 5 minutes or more of a virtual (non-face-to-face) communication between an rural health clinic (rhc) or federally qualified health center (fqhc) practitioner and rhc or fqhc patient, or 5 minutes or more of remote evaluation of recorded video and/or images by an rhc or fqhc practitioner, occurring in lieu of an office visit; rhc or fqhc only",Comm svcs by rhc/fqhc 5 min,C,1,20190101,20190101,,N
G0076,10,3,"Brief (20 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care manag h vst new pt 20 m,C,1,20190101,20190101,,N
G0077,10,3,"Limited (30 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care manag h vst new pt 30 m,C,1,20190101,20190101,,N
G0078,10,3,"Moderate (45 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care manag h vst new pt 45 m,C,1,20190101,20190101,,N
G0079,10,3,"Comprehensive (60 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care manag h vst new pt 60 m,C,1,20190101,20190101,,N
G0080,10,3,"Extensive (75 minutes) care management home visit for a new patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care manag h vst new pt 75 m,C,1,20190101,20190101,,N
G0081,10,3,"Brief (20 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man h v ext pt 20 mi,C,1,20190101,20190101,,N
G0082,10,3,"Limited (30 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man h v ext pt 30 m,C,1,20190101,20190101,,N
G0083,10,3,"Moderate (45 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man h v ext pt 45 m,C,1,20190101,20190101,,N
G0084,10,3,"Comprehensive (60 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man h v ext pt 60 m,C,1,20190101,20190101,,N
G0085,10,3,"Extensive (75 minutes) care management home visit for an existing patient. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man h v ext pt 75 m,C,1,20190101,20190101,,N
G0086,10,3,"Limited (30 minutes) care management home care plan oversight. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man home care plan 30 m,C,1,20190101,20190101,,N
G0087,10,3,"Comprehensive (60 minutes) care management home care plan oversight. for use only in a medicare-approved cmmi model. (services must be furnished within a beneficiary's home, domiciliary, rest home, assisted living and/or nursing facility)",Care man home care plan 60 m,C,1,20190101,20190101,,N
G0101,10,3,Cervical or vaginal cancer screening; pelvic and clinical breast examination,Ca screen;pelvic/breast exam,D,1,19980101,19980101,,N
G0102,10,3,Prostate cancer screening; digital rectal examination,Prostate ca screening; dre,D,1,20000101,20000101,,N
G0103,10,3,Prostate cancer screening; prostate specific antigen test (psa),Psa screening,D,5,20000101,20070101,,N
G0104,10,3,Colorectal cancer screening; flexible sigmoidoscopy,Ca screen;flexi sigmoidscope,D,2,19980101,19980101,,N
G0105,10,3,Colorectal cancer screening; colonoscopy on individual at high risk,Colorectal scrn; hi risk ind,D,2,19980101,19980101,,N
G0106,10,3,"Colorectal cancer screening; alternative to g0104, screening sigmoidoscopy, barium enema",Colon ca screen;barium enema,D,4,19980101,19980101,,N
G0108,10,3,"Diabetes outpatient self-management training services, individual, per 30 minutes",Diab manage trn  per indiv,C,1,19980701,20010101,,N
G0109,10,3,"Diabetes outpatient self-management training services, group session (2 or more), per 30 minutes",Diab manage trn ind/group,C,1,19980701,20010101,,N
G0117,10,3,Glaucoma screening for high risk patients furnished by an optometrist or ophthalmologist,Glaucoma scrn hgh risk direc,C,Q,20020101,20031001,,N
G0118,10,3,Glaucoma screening for high risk patient furnished under the direct supervision of an optometrist or ophthalmologist,Glaucoma scrn hgh risk direc,C,Q,20020101,,,N
G0120,10,3,"Colorectal cancer screening; alternative to g0105, screening colonoscopy, barium enema.",Colon ca scrn; barium enema,D,4,19980101,19980101,,N
G0121,10,3,Colorectal cancer screening; colonoscopy on individual not meeting criteria for high risk,Colon ca scrn not hi rsk ind,D,2,19980101,20010701,,N
G0122,10,3,Colorectal cancer screening; barium enema,Colon ca scrn; barium enema,M,4,19980101,19980101,,N
G0123,10,3,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, screening by cytotechnologist under physician supervision",Screen cerv/vag thin layer,D,5,19980401,19980401,,N
G0124,10,3,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, requiring interpretation by physician",Screen c/v thin layer by md,D,5,19980401,19980401,,N
G0127,10,3,"Trimming of dystrophic nails, any number",Trim nail(s),D,2,19980101,19980101,,N
G0128,10,3,"Direct (face-to-face with patient) skilled nursing services of a registered nurse provided in a comprehensive outpatient rehabilitation facility, each 10 minutes beyond the first 5 minutes",Corf skilled nursing service,D,1,19980401,19980401,,N
G0129,10,3,"Occupational therapy services requiring the skills of a qualified occupational therapist, furnished as a component of a partial hospitalization treatment program, per session (45 minutes or more)",Partial hosp prog service,C,U,20000401,20080401,,N
G0130,10,3,"Single energy x-ray absorptiometry (sexa) bone density study, one or more sites; appendicular skeleton (peripheral) (e.g., radius, wrist, heel)",Single energy x-ray study,D,4,19980701,19980701,,N
G0141,10,3,"Screening cytopathology smears, cervical or vaginal, performed by automated system, with manual rescreening, requiring interpretation by physician","Scr c/v cyto,autosys and md",C,5,19990101,19990101,,N
G0143,10,3,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with manual screening and rescreening by cytotechnologist under physician supervision","Scr c/v cyto,thinlayer,rescr",C,5,19990101,19990101,,N
G0144,10,3,"Screening cytopathology, cervical or vaginal (any reporting system), collected in preservative fluid, automated thin layer preparation, with screening by automated system, under physician supervision","Scr c/v cyto,thinlayer,rescr",C,5,19990101,20030101,,N
